,link,id,locality,country,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace,garden,surface_land,swimming_pool,state_building,epc,public_sales,notary_sales
155,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353326,7353326,Antwerp,Belgium,Antwerp,2000,177200,COMMERCIAL,BUSINESS,,44.0,0,0,0,0.0,0.0,0.0,0,,,,
156,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/10571785,10571785,Charleroi,Belgium,Hainaut,6000,750000,HOUSE,APARTMENT_BLOCK,10.0,480.0,1,0,1,0.0,0.0,0.0,0,,B,,
157,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/11099801,11099801,Brugge,Belgium,West Flanders,8000,699000,APARTMENT,PENTHOUSE,3.0,148.0,1,0,0,74.0,0.0,,0,AS_NEW,,,
158,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11105943,11105943,Brussels,Belgium,Brussels,1000,308000,APARTMENT,APARTMENT,2.0,81.0,1,0,0,6.0,0.0,,0,AS_NEW,,,
159,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11128332,11128332,Gent,Belgium,East Flanders,9000,653049,APARTMENT,APARTMENT,1.0,77.0,1,0,0,10.0,0.0,,0,AS_NEW,,,
160,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/11080918,11080918,Bastogne,Belgium,Luxembourg,6600,465000,HOUSE,HOUSE,3.0,266.0,0,0,0,0.0,0.0,439.0,0,,B,,
161,https://www.immoweb.be/en/classified/offices/for-sale/wavre/1300/11084838,11084838,Nivelles,Belgium,Walloon Brabant,1300,235000,OFFICE,OFFICES,,89.0,0,0,0,0.0,0.0,0.0,0,AS_NEW,,,
162,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108856,11108856,Namur,Belgium,Namur,5000,239230,APARTMENT,APARTMENT,1.0,73.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
163,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/11027005,11027005,Charleroi,Belgium,Hainaut,6000,280000,HOUSE,APARTMENT_BLOCK,4.0,183.0,0,0,0,0.0,100.0,0.0,0,TO_BE_DONE_UP,E,,
165,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353323,7353323,Antwerp,Belgium,Antwerp,2000,199200,COMMERCIAL,BUSINESS,,49.0,0,0,0,0.0,0.0,0.0,0,,,,
166,https://www.immoweb.be/en/classified/castle/for-sale/bastogne/6600/10940526,10940526,Bastogne,Belgium,Luxembourg,6600,1750000,HOUSE,CASTLE,19.0,1560.0,1,1,0,20.0,28870.0,28870.0,0,GOOD,D,,
167,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11128329,11128329,Gent,Belgium,East Flanders,9000,666410,APARTMENT,APARTMENT,2.0,92.0,1,0,0,9.0,0.0,,0,AS_NEW,,,
168,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11105942,11105942,Brussels,Belgium,Brussels,1000,308000,APARTMENT,APARTMENT,2.0,81.0,1,0,0,6.0,0.0,,0,AS_NEW,,,
169,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/10980821,10980821,Charleroi,Belgium,Hainaut,6000,55000,APARTMENT,APARTMENT,2.0,79.0,1,0,0,,0.0,,0,TO_RENOVATE,C,,
170,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11084840,11084840,Nivelles,Belgium,Walloon Brabant,1300,285000,APARTMENT,APARTMENT,2.0,77.0,0,0,0,10.0,0.0,,0,AS_NEW,,,
173,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11128328,11128328,Gent,Belgium,East Flanders,9000,787950,APARTMENT,APARTMENT,2.0,101.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
174,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108847,11108847,Namur,Belgium,Namur,5000,240103,APARTMENT,APARTMENT,1.0,66.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
175,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/7016593,7016593,Antwerp,Belgium,Antwerp,2000,910000,APARTMENT,APARTMENT,2.0,147.0,0,0,0,13.0,0.0,,0,,,,
176,https://www.immoweb.be/en/classified/business/for-sale/brugge/8000/10953447,10953447,Brugge,Belgium,West Flanders,8000,275000,COMMERCIAL,BUSINESS,,116.0,1,0,0,0.0,0.0,130.0,0,,,,
179,https://www.immoweb.be/en/classified/penthouse/for-sale/charleroi/6000/11119489,11119489,Charleroi,Belgium,Hainaut,6000,170000,APARTMENT,PENTHOUSE,3.0,105.0,1,0,0,16.0,0.0,,0,,G,,
180,https://www.immoweb.be/en/classified/business/for-sale/brugge/8000/10953448,10953448,Brugge,Belgium,West Flanders,8000,305000,COMMERCIAL,BUSINESS,,108.0,1,0,0,0.0,0.0,120.0,0,,,,
181,https://www.immoweb.be/en/classified/kot/for-sale/antwerp/2000/10834921,10834921,Antwerp,Belgium,Antwerp,2000,144500,APARTMENT,KOT,0.0,30.0,1,0,1,18.0,0.0,,0,GOOD,B,,
182,https://www.immoweb.be/en/classified/business/for-sale/brugge/8000/10953449,10953449,Brugge,Belgium,West Flanders,8000,365000,COMMERCIAL,BUSINESS,,138.0,1,0,0,0.0,0.0,147.0,0,,,,
183,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11084841,11084841,Nivelles,Belgium,Walloon Brabant,1300,310000,APARTMENT,APARTMENT,2.0,90.0,0,0,0,9.0,0.0,,0,AS_NEW,,,
185,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11128326,11128326,Gent,Belgium,East Flanders,9000,954810,APARTMENT,APARTMENT,2.0,119.0,1,0,0,24.0,0.0,,0,AS_NEW,,,
186,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/11092374,11092374,Charleroi,Belgium,Hainaut,6000,70000,APARTMENT,APARTMENT,1.0,,0,0,0,0.0,0.0,,0,TO_RENOVATE,D,,
187,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108849,11108849,Namur,Belgium,Namur,5000,240959,APARTMENT,APARTMENT,1.0,63.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
188,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016378,11016378,Bastogne,Belgium,Luxembourg,6600,245000,APARTMENT,APARTMENT,1.0,78.0,0,0,0,4.0,0.0,,0,AS_NEW,A,,
189,https://www.immoweb.be/en/classified/business/for-sale/brugge/8000/10953450,10953450,Brugge,Belgium,West Flanders,8000,395000,COMMERCIAL,BUSINESS,,147.0,1,0,0,0.0,0.0,162.0,0,,,,
191,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11084842,11084842,Nivelles,Belgium,Walloon Brabant,1300,310000,APARTMENT,APARTMENT,2.0,89.0,0,0,0,9.0,0.0,,0,AS_NEW,,,
193,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10953445,10953445,Brugge,Belgium,West Flanders,8000,360000,APARTMENT,APARTMENT,2.0,97.0,1,0,0,12.0,0.0,,0,,,,
194,https://www.immoweb.be/en/classified/duplex/for-sale/charleroi/6000/11018597,11018597,Charleroi,Belgium,Hainaut,6000,175000,APARTMENT,DUPLEX,2.0,97.0,0,0,0,0.0,0.0,,0,GOOD,D,,
195,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11128335,11128335,Gent,Belgium,East Flanders,9000,1047510,APARTMENT,APARTMENT,2.0,134.0,1,0,0,15.0,0.0,,0,AS_NEW,,,
196,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10953439,10953439,Brugge,Belgium,West Flanders,8000,445000,APARTMENT,APARTMENT,3.0,118.0,1,0,0,13.0,0.0,,0,,,,
197,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11104303,11104303,Brussels,Belgium,Brussels,1000,308000,APARTMENT,GROUND_FLOOR,2.0,82.0,1,0,0,6.0,0.0,,0,,,,
198,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108851,11108851,Namur,Belgium,Namur,5000,240959,APARTMENT,APARTMENT,1.0,63.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
199,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016348,11016348,Bastogne,Belgium,Luxembourg,6600,254000,APARTMENT,APARTMENT,1.0,73.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
200,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/11095312,11095312,Charleroi,Belgium,Hainaut,6000,199999,APARTMENT,APARTMENT,2.0,141.0,1,0,0,,0.0,,0,JUST_RENOVATED,B,,
201,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10886926,10886926,Antwerp,Belgium,Antwerp,2000,301000,APARTMENT,APARTMENT,1.0,51.0,1,0,0,8.0,0.0,,0,AS_NEW,,,
203,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11084839,11084839,Nivelles,Belgium,Walloon Brabant,1300,325000,APARTMENT,APARTMENT,2.0,93.0,0,0,0,9.0,0.0,,0,AS_NEW,,,
204,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/charleroi/6000/10700876,10700876,Charleroi,Belgium,Hainaut,6000,270000,HOUSE,MIXED_USE_BUILDING,4.0,260.0,1,0,0,,0.0,0.0,0,GOOD,E,,
205,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11104297,11104297,Brussels,Belgium,Brussels,1000,308000,APARTMENT,GROUND_FLOOR,2.0,82.0,1,0,0,6.0,0.0,,0,,,,
207,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016364,11016364,Bastogne,Belgium,Luxembourg,6600,259000,APARTMENT,APARTMENT,1.0,73.0,0,0,0,12.0,0.0,,0,AS_NEW,A,,
208,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11125905,11125905,Gent,Belgium,East Flanders,9000,250000,APARTMENT,APARTMENT,1.0,60.0,1,0,0,10.0,0.0,,0,AS_NEW,,,
209,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11084843,11084843,Nivelles,Belgium,Walloon Brabant,1300,350000,APARTMENT,APARTMENT,3.0,100.0,0,0,0,26.0,0.0,,0,AS_NEW,,,
210,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10886927,10886927,Antwerp,Belgium,Antwerp,2000,331000,APARTMENT,APARTMENT,1.0,51.0,1,0,0,8.0,0.0,,0,AS_NEW,,,
211,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108852,11108852,Namur,Belgium,Namur,5000,240959,APARTMENT,APARTMENT,1.0,63.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
212,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/charleroi/6000/10700875,10700875,Charleroi,Belgium,Hainaut,6000,270000,HOUSE,MIXED_USE_BUILDING,4.0,260.0,1,0,0,,0.0,0.0,0,GOOD,E,,
214,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016351,11016351,Bastogne,Belgium,Luxembourg,6600,259000,APARTMENT,APARTMENT,1.0,73.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
215,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104305,11104305,Brussels,Belgium,Brussels,1000,321000,APARTMENT,APARTMENT,2.0,81.0,1,0,0,6.0,0.0,,0,,,,
216,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10953437,10953437,Brugge,Belgium,West Flanders,8000,455000,APARTMENT,APARTMENT,3.0,138.0,1,0,0,20.0,0.0,,0,,,,
217,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11125908,11125908,Gent,Belgium,East Flanders,9000,305000,APARTMENT,APARTMENT,2.0,73.0,1,0,0,14.0,0.0,,0,AS_NEW,,,
219,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10886933,10886933,Antwerp,Belgium,Antwerp,2000,585000,APARTMENT,APARTMENT,2.0,96.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
220,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11077989,11077989,Charleroi,Belgium,Hainaut,6000,199000,HOUSE,HOUSE,4.0,176.0,1,0,0,,0.0,130.0,0,TO_BE_DONE_UP,C,,
221,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10953438,10953438,Brugge,Belgium,West Flanders,8000,465000,APARTMENT,APARTMENT,2.0,128.0,1,0,0,12.0,0.0,,0,,,,
223,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016374,11016374,Bastogne,Belgium,Luxembourg,6600,264000,APARTMENT,APARTMENT,1.0,73.0,0,0,0,12.0,0.0,,0,AS_NEW,A,,
224,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104310,11104310,Brussels,Belgium,Brussels,1000,321000,APARTMENT,APARTMENT,2.0,81.0,1,0,0,6.0,0.0,,0,,,,
226,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/11000968,11000968,Charleroi,Belgium,Hainaut,6000,575000,HOUSE,APARTMENT_BLOCK,0.0,199.0,0,0,0,0.0,0.0,91.0,0,GOOD,,,
228,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/11125914,11125914,Gent,Belgium,East Flanders,9000,310000,APARTMENT,GROUND_FLOOR,2.0,90.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
231,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/10953441,10953441,Brugge,Belgium,West Flanders,8000,635000,APARTMENT,PENTHOUSE,3.0,136.0,1,0,0,20.0,0.0,,0,,,,
232,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108853,11108853,Namur,Belgium,Namur,5000,240959,APARTMENT,APARTMENT,1.0,63.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
233,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10886929,10886929,Antwerp,Belgium,Antwerp,2000,605000,APARTMENT,APARTMENT,2.0,96.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
234,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016356,11016356,Bastogne,Belgium,Luxembourg,6600,274000,APARTMENT,APARTMENT,1.0,73.0,0,0,0,24.0,0.0,,0,AS_NEW,A,,
235,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11094676,11094676,Charleroi,Belgium,Hainaut,6000,69000,HOUSE,HOUSE,2.0,,0,0,0,0.0,0.0,50.0,0,TO_RENOVATE,G,,
238,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/11104318,11104318,Brussels,Belgium,Brussels,1000,326000,APARTMENT,PENTHOUSE,2.0,81.0,1,0,0,6.0,0.0,,0,,,,
241,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/10953440,10953440,Brugge,Belgium,West Flanders,8000,685000,APARTMENT,PENTHOUSE,2.0,159.0,1,0,0,29.0,0.0,,0,,,,
242,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108848,11108848,Namur,Belgium,Namur,5000,240959,APARTMENT,APARTMENT,1.0,63.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
245,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11125907,11125907,Gent,Belgium,East Flanders,9000,320000,APARTMENT,APARTMENT,2.0,83.0,1,0,0,15.0,0.0,,0,AS_NEW,,,
246,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10886932,10886932,Antwerp,Belgium,Antwerp,2000,625000,APARTMENT,APARTMENT,2.0,109.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
247,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016355,11016355,Bastogne,Belgium,Luxembourg,6600,274000,APARTMENT,APARTMENT,2.0,92.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
249,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104316,11104316,Brussels,Belgium,Brussels,1000,339000,APARTMENT,APARTMENT,2.0,93.0,1,0,0,9.0,0.0,,0,,,,
250,https://www.immoweb.be/en/classified/house/for-sale/jumet/6040/11131624,11131624,Charleroi,Belgium,Hainaut,6040,190000,HOUSE,HOUSE,3.0,167.0,1,0,0,0.0,0.0,612.0,0,JUST_RENOVATED,G,,
251,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/10953446,10953446,Brugge,Belgium,West Flanders,8000,695000,APARTMENT,PENTHOUSE,3.0,153.0,1,0,0,94.0,0.0,,0,,,,
252,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108854,11108854,Namur,Belgium,Namur,5000,241179,APARTMENT,APARTMENT,1.0,65.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
253,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10886930,10886930,Antwerp,Belgium,Antwerp,2000,625000,APARTMENT,APARTMENT,2.0,96.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
255,https://www.immoweb.be/en/classified/villa/for-sale/brugge/8000/11085544,11085544,Brugge,Belgium,West Flanders,8000,745000,HOUSE,VILLA,5.0,278.0,1,0,0,,0.0,890.0,0,GOOD,C,,
256,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108817,11108817,Namur,Belgium,Namur,5000,243137,APARTMENT,APARTMENT,1.0,61.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
258,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11125910,11125910,Gent,Belgium,East Flanders,9000,320000,APARTMENT,APARTMENT,2.0,90.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
259,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016363,11016363,Bastogne,Belgium,Luxembourg,6600,279000,APARTMENT,APARTMENT,2.0,92.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
260,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108866,11108866,Namur,Belgium,Namur,5000,243930,APARTMENT,APARTMENT,1.0,73.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
261,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11089513,11089513,Brugge,Belgium,West Flanders,8000,549000,APARTMENT,APARTMENT,2.0,138.0,1,0,0,0.0,0.0,,0,JUST_RENOVATED,B,,
266,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108863,11108863,Namur,Belgium,Namur,5000,245659,APARTMENT,APARTMENT,1.0,63.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
267,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11006676,11006676,Brugge,Belgium,West Flanders,8000,420000,APARTMENT,APARTMENT,2.0,115.0,1,0,0,30.0,0.0,,0,AS_NEW,B,,
269,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104408,11104408,Brussels,Belgium,Brussels,1000,312000,APARTMENT,APARTMENT,1.0,72.0,1,0,0,6.0,0.0,,0,,,,
270,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10886935,10886935,Antwerp,Belgium,Antwerp,2000,650000,APARTMENT,APARTMENT,2.0,109.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
271,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/11125912,11125912,Gent,Belgium,East Flanders,9000,355000,APARTMENT,GROUND_FLOOR,3.0,101.0,1,0,0,13.0,0.0,,0,AS_NEW,,,
272,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/brugge/8000/10900297,10900297,Brugge,Belgium,West Flanders,8000,545000,HOUSE,MIXED_USE_BUILDING,6.0,399.0,1,0,0,10.0,0.0,190.0,0,TO_BE_DONE_UP,E,,
274,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016372,11016372,Bastogne,Belgium,Luxembourg,6600,284000,APARTMENT,APARTMENT,2.0,92.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
276,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11104393,11104393,Brussels,Belgium,Brussels,1000,407000,APARTMENT,GROUND_FLOOR,2.0,104.0,1,0,0,13.0,0.0,,0,,,,
277,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/11036559,11036559,Brugge,Belgium,West Flanders,8000,428500,HOUSE,HOUSE,2.0,106.0,1,0,1,15.0,0.0,106.0,0,JUST_RENOVATED,A,,
278,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10886931,10886931,Antwerp,Belgium,Antwerp,2000,669500,APARTMENT,APARTMENT,2.0,96.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
279,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11088311,11088311,Nivelles,Belgium,Walloon Brabant,1300,310000,APARTMENT,APARTMENT,1.0,73.0,1,0,1,4.0,0.0,,0,,A++,,
281,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016354,11016354,Bastogne,Belgium,Luxembourg,6600,289000,APARTMENT,APARTMENT,2.0,98.0,0,0,0,9.0,0.0,,0,AS_NEW,A,,
282,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108858,11108858,Namur,Belgium,Namur,5000,245679,APARTMENT,APARTMENT,1.0,63.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
283,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11104405,11104405,Brussels,Belgium,Brussels,1000,407000,APARTMENT,GROUND_FLOOR,2.0,107.0,1,0,0,10.0,0.0,,0,,,,
284,https://www.immoweb.be/en/classified/duplex/for-sale/brugge/8000/11089514,11089514,Brugge,Belgium,West Flanders,8000,995000,APARTMENT,DUPLEX,3.0,150.0,1,0,0,0.0,0.0,,0,JUST_RENOVATED,B,,
285,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerp/2000/10886934,10886934,Antwerp,Belgium,Antwerp,2000,1455000,APARTMENT,PENTHOUSE,3.0,192.0,1,0,0,22.0,0.0,,0,AS_NEW,,,
286,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/11125913,11125913,Gent,Belgium,East Flanders,9000,385000,APARTMENT,GROUND_FLOOR,3.0,104.0,1,0,0,26.0,0.0,,0,AS_NEW,,,
289,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108864,11108864,Namur,Belgium,Namur,5000,245879,APARTMENT,APARTMENT,1.0,65.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
290,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104388,11104388,Brussels,Belgium,Brussels,1000,412000,APARTMENT,APARTMENT,2.0,104.0,1,0,0,13.0,0.0,,0,,,,
291,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10842507,10842507,Brugge,Belgium,West Flanders,8000,785000,HOUSE,HOUSE,3.0,180.0,1,0,0,10.0,0.0,112.0,0,AS_NEW,B,,
293,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108875,11108875,Namur,Belgium,Namur,5000,250930,APARTMENT,APARTMENT,1.0,73.0,0,0,0,7.0,0.0,,0,AS_NEW,B,,
294,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10842508,10842508,Brugge,Belgium,West Flanders,8000,825000,HOUSE,HOUSE,3.0,167.0,1,0,0,10.0,0.0,155.0,0,AS_NEW,B,,
296,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104385,11104385,Brussels,Belgium,Brussels,1000,412000,APARTMENT,APARTMENT,2.0,106.0,1,0,0,10.0,0.0,,0,,,,
297,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10661231,10661231,Brugge,Belgium,West Flanders,8000,320000,APARTMENT,APARTMENT,2.0,105.0,1,0,0,45.0,0.0,,0,GOOD,D,,
298,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108762,11108762,Namur,Belgium,Namur,5000,264836,APARTMENT,APARTMENT,1.0,66.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
300,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104382,11104382,Brussels,Belgium,Brussels,1000,420000,APARTMENT,APARTMENT,2.0,104.0,1,0,0,13.0,0.0,,0,,,,
302,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10869836,10869836,Brugge,Belgium,West Flanders,8000,535000,APARTMENT,APARTMENT,3.0,141.0,1,0,0,15.0,0.0,,0,,A,,
303,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11088307,11088307,Nivelles,Belgium,Walloon Brabant,1300,425000,APARTMENT,APARTMENT,2.0,90.0,1,0,1,18.0,,,0,,A++,,
304,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108823,11108823,Namur,Belgium,Namur,5000,289044,APARTMENT,APARTMENT,1.0,75.0,0,0,0,17.0,0.0,,0,AS_NEW,A,,
305,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016360,11016360,Bastogne,Belgium,Luxembourg,6600,294000,APARTMENT,APARTMENT,2.0,88.0,0,0,0,16.0,0.0,,0,AS_NEW,A,,
306,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104389,11104389,Brussels,Belgium,Brussels,1000,420000,APARTMENT,APARTMENT,2.0,106.0,1,0,0,10.0,0.0,,0,,,,
307,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerp/2000/11021067,11021067,Antwerp,Belgium,Antwerp,2000,335000,APARTMENT,FLAT_STUDIO,1.0,67.0,1,0,1,9.0,13.0,,0,,,,
309,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11088306,11088306,Nivelles,Belgium,Walloon Brabant,1300,425000,APARTMENT,APARTMENT,2.0,91.0,1,0,1,17.0,,,0,,A++,,
310,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/11119912,11119912,Brugge,Belgium,West Flanders,8000,1130000,APARTMENT,PENTHOUSE,3.0,281.0,1,0,0,176.0,176.0,,0,GOOD,B,,
311,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108770,11108770,Namur,Belgium,Namur,5000,292575,APARTMENT,APARTMENT,2.0,85.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
313,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016362,11016362,Bastogne,Belgium,Luxembourg,6600,294000,APARTMENT,APARTMENT,2.0,98.0,0,0,0,9.0,0.0,,0,AS_NEW,A,,
315,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11088308,11088308,Nivelles,Belgium,Walloon Brabant,1300,445000,APARTMENT,APARTMENT,2.0,92.0,1,0,1,18.0,,,0,,A++,,
316,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerp/2000/11021071,11021071,Antwerp,Belgium,Antwerp,2000,335000,APARTMENT,FLAT_STUDIO,1.0,63.0,1,0,1,9.0,15.0,,0,,,,
317,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/11006677,11006677,Brugge,Belgium,West Flanders,8000,395000,APARTMENT,GROUND_FLOOR,2.0,118.0,1,0,0,11.0,22.0,,0,AS_NEW,B,,
318,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108773,11108773,Namur,Belgium,Namur,5000,293975,APARTMENT,APARTMENT,2.0,85.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
319,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016377,11016377,Bastogne,Belgium,Luxembourg,6600,294000,APARTMENT,APARTMENT,2.0,95.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
